Material Number,Description,Article Type,Batch Managed,Plant,Unit of Measure,Multi-Part,Kit parrent,KIT Routing,Full Pallet Qty,Weight,Weight UOM,Volume,Volume UOM,Shelf life allowed,Storage Strategy,Batch Class,Packing Material,Packing material Volume,Less Than Count Percentage,Temperature cond.,Hazardous Material Number
W9200060,Fargo cleaning kit HDP5000,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.31,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200061,Fargo cleaning card HDP5000 (00006187),Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.45,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200062,"Fargo ymckk ribbon,dual-sided,HDP5000",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.25,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S5033103,"School-in-a-carton, 40 students TK",Z01,No,1000,CAR,No,--,SHORT_LINE,No,43.0,KGM,120,DMQ,--,HBW,--,No,--,--,--,--
W9200058,Polyguard 0.6mil overlaminate,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.003,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200063,Fargo polygard overlaminate 1.0 mil w,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.283,KGM,0.002,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S0305031,"Coat, laboratory, nonwowen, disp, S",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.568,KGM,4.414,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0305032,"Coat, laboratory, nonwowen, disp, M",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.568,KGM,4.414,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9207083,Hi-Vis jacket yellow outdoor size XL,Z04,No,1000,EA,No,--,SHORT_LINE,No,500.0,GRM,0,DMQ,--,HBW,--,Yes,--,--,--,--
S5031030,Staff Deployment Kit,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,10.176,KGM,0.111,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S9999603,"Ethiopia Surg.inst.,delivery /SET",Z02,No,1000,SET,No,--,BAGGING_LINE,No,0.215,KGM,1.125,DMQ,--,HBW,--,No,--,--,--,--
S9999742,Subkit 2/2 Ethiopia Ster. kit C S9906700,Z02,No,1000,EA,No,S9906700,SHORT_LINE,Yes,22.0,KGM,148.257,DMQ,--,HBW,--,No,--,--,--,--
S9999761,Prepack1/1 Ethiopia Mid.2-Equip.S9906718,Z02,Yes,1000,EA,No,--,MINILOAD,No,4.0,KGM,22.04,DMQ,425,HBW,CPH_UNHCR,No,--,--,--,--
S0141020,"Scale,electronic,mother/child,150kgx100g",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,4.2,KGM,7.293,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
S0114005,Nutrition Kit 1 (Anthropometric),Z01,No,1000,EA,No,--,SHORT_LINE,No,26.0,KGM,219,DMQ,--,HBW,--,No,--,--,--,--
S9994738,"PP4/4 f Sub4/4 S.Sudan,PHCU Kit S9906734",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999975,Sub 4/10 Obstetric S9908300(i) part 4,Z02,Yes,1000,EA,No,S9908300,SHORT_LINE,Yes,18.0,KGM,0.035,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9906733.1,South Sudan PHCC Kit 2018 Basic Medicin,Z02,Yes,1000,EA,No,S9993731,LONG_LINE,Yes,19.0,KGM,0.12,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S9906733.2,South Sudan PHCC Kit 2018 Basic Medicin,Z02,Yes,1000,EA,No,S9993732,LONG_LINE,Yes,19.0,KGM,0.12,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S9906733.3,South Sudan PHCC Kit 2018 Basic Medicin,Z02,Yes,1000,EA,No,S9993733,LONG_LINE,Yes,19.0,KGM,0.12,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S9906733.4,South Sudan PHCC Kit 2018 Basic Medicin,Z02,Yes,1000,EA,No,S9993734,LONG_LINE,Yes,35.0,KGM,0.12,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S9906733.5,South Sudan PHCC Kit 2018 Basic Medicin,Z02,Yes,1000,EA,No,S9993735,LONG_LINE,Yes,25.0,KGM,0.072,MTQ,240,--,PHARMACEUTICALS,No,--,--,Z1,--
S1552417,Propranolol HCl 40mg tabs/PAC-10X10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.041,KGM,0.251,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S2731223,Football PU hand stitched size 3,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.337,KGM,2.171,DMQ,--,HBW,--,No,--,--,--,--
S2731226,Football rubber machine stitched size 4,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.441,KGM,3.385,DMQ,--,HBW,--,No,--,--,--,--
S2731225,Football rubber machine stitched size 3,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.337,KGM,2.171,DMQ,--,HBW,--,No,--,--,--,--
S1560822,Compound Sodium Lactate 1L bag/BOX-10,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,11.82,KGM,32.849,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1300148,DHA 40mg +Piperaq320mg tabs/9/PAC -25,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.25,KGM,0.125,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1560824,Compound Sodium Lactate 1L bot GS/BOX-10,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,12.69,KGM,44.343,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1543223,Diphtheria antitox. 1000IU/ml 10ml/BOX-5,Z01,Yes,1000,BOX,No,--,SHORT_LINE,No,0.15,KGM,0.528,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1560830,Sodium Chloride 0.9% 500ml bot GS/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,12.944,KGM,38.316,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560832,Water for injection 10ml amp/BOX-50,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.85,KGM,3.709,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1580101,"Micronutrient tabs, pregnancy/BOT-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.083,KGM,0.269,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0558101,Indicator TST Control,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.061,KGM,0.312,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S0584502,"HCG Pregnancy rapid Test, kit/50",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.18,KGM,2.181,DMQ,425,HBW,MEDICAL,No,--,--,Z1,--
S8794306,"UNICEF T-shirt, long, Female, L",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.267,KGM,1.075,DMQ,--,HBW,--,No,--,--,--,--
S8794313,"UNICEF T-shirt, long, Male, M",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.277,KGM,1.6,DMQ,--,HBW,--,No,--,--,--,--
S8794307,"UNICEF T-shirt, long, Female, XL",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.274,KGM,1.075,DMQ,--,HBW,--,No,--,--,--,--
S1586069,Prednisolone 25mg tab/PAC-10x10,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.04,KGM,0.197,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S8794310,"UNICEF T-shirt, Female, V-neck, L",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.23,KGM,1.282,DMQ,--,HBW,--,No,--,--,--,--
S8794311,"UNICEF T-shirt, Female, V-neck, XL",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.232,KGM,1.264,DMQ,--,HBW,--,No,--,--,--,--
S8794314,"UNICEF T-shirt, long, Male, L",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.256,KGM,1.551,DMQ,--,HBW,--,No,--,--,--,--
S5031015,Kit for Emergency Repairs,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.055,KGM,0.13,MTQ,--,HBW,--,No,--,--,--,--
S1505116,Co-amoxiclav 500mg+125mg tabs/PAC-10x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.302,KGM,1.826,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S9009000,Carton non-standard,Z04,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,--,Yes,0,--,--,--
S1300146,Arte20+Pyro60mg gran. sus. sach/PAC-3x30,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.064,KGM,0.306,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1552226,Betamethasone 0.1% cream/TBE-15g,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.032,KGM,0.199,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300147,Artesun60 + Pyronarid180mg tab/PAC-9x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.102,KGM,0.494,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S1300149,DHA 80mg +Piperaq640mg tabs/6/PAC -25,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.267,KGM,0.17,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S7800004,"Retinol 200,000IU gel.caps/PAC-100, CIK",Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.063,KGM,0.212,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S4410003,"A4 Bristol paper,assorted colors/PAC-100",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,1.128,KGM,2.339,DMQ,--,HBW,--,No,--,--,--,--
S9996753,"SUB2/2 Nut kit,I Ethiop.Mod F S9906753",Z02,Yes,1000,EA,No,S9906753,LONG_LINE,Yes,25.0,KGM,0.12,MTQ,425,HBW,MEDICAL,No,--,--,Z1,--
S9209081,"Soles for safety shoes, various sizes",Z04,No,1000,EA,No,--,SHORT_LINE,No,30.0,GRM,0,DMQ,--,HBW,--,Yes,--,--,--,--
S9207085,Hi-Vis jacket yellow outdoor size XXXL,Z04,No,1000,EA,No,--,SHORT_LINE,No,200.0,GRM,0.028,DMQ,--,HBW,--,Yes,--,--,--,--
S1505076,Ampicillin pdr/inj 500mg vial/BOX-100,Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,1.832,KGM,4.785,DMQ,425,HBW,MEDICAL,No,--,10,Z1,--
S9903003,"AWD, Periphery kit, Renewable",Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,No,80.0,KGM,0.48,MTQ,240,HBW,MEDICAL,No,--,--,--,--
S0501050,"Tape,adhesive,2.5cmx10m",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.028,KGM,0.091,DMQ,--,HBW,--,No,--,--,--,--
S0305096,"Gown,patient,woven,adult size",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.652,KGM,7.957,DMQ,--,HBW,--,No,--,10,--,--
S9903004,AWD Periphery kit Drug,Z02,Yes,1000,EA,Yes,--,VIRTUAL_PACKING,Yes,457.0,KGM,1.468,MTQ,425,HBW,MEDICAL,No,--,--,Z1,--
S0305095,"Drape, surgical, woven",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.407,KGM,4.253,DMQ,--,HBW,--,No,--,10,--,--
S0390010,"Airway,Guedel,size 00",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.017,KGM,0.187,DMQ,--,HBW,--,No,--,--,--,--
S0512200,"Bandage,tricot,tubular,5cmx25m",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.55,KGM,2,DMQ,--,HBW,--,No,--,--,--,--
S0969021,"Gloves,exam,nitrile,pwdfree,S,BOX-100",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.466,KGM,0.003,MTQ,425,HBW,MEDICAL,No,--,--,--,--
W9200065,Fargo HDP5000 printer (combined),Z11,Yes,1100,EA,No,--,SHORT_LINE,No,27.7,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
W9200066,"Fingerprint scanner, dactyscan 84c",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,1.4,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S1521007,Oseltamivir pdr. o.s. 30mg/5ml BOT/60ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,Yes,0.165,KGM,0.85,DMQ,240,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560831,Water for injection 5ml amp/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.194,KGM,0.84,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1560827,Glucose 5% 500ml bot GS/BOX-20,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,13.002,KGM,39.012,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1993516,"Puppet,hand,diff characters/PAC-6",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
W9200070,"Iris scanner, IriShield MK2120U, mono",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S1993512,"Chain Puzzle, wood/ PAC-8-12 pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S9994831,"Sub7/8 South Sudan,PHCU Kit2018 S9906734",Z02,Yes,1000,EA,No,S9906734,SHORT_LINE,No,19.0,KGM,0.06,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
W9200071,"Computer accessories, hand scanner",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S9994832,"Sub8/8 South Sudan,PHCU Kit2018 S9906734",Z02,Yes,1000,EA,No,S9906734,LONG_LINE,Yes,4.0,KGM,0.03,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,--,--
W9200073,"Barcode scanner, Honeywell, 1300G P/N",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.16,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S1993514,"Geometric stacking & sorting board, wood",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S1993517,"Sort & Stack Set,plastic,PAC-app.19pcs",Z01,No,1000,PAC,No,--,SHORT_LINE,No,0.0,KGM,0,DMQ,--,HBW,--,No,--,--,--,--
S0845178,"Pump,breast,manual,w/access",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.48,KGM,0.03,MTQ,240,HBW,--,No,--,--,--,--
S9203384,"Working trousers, khaki/beige size 54",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S9203385,"Working trousers, khaki/beige size 56",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S1532008,Amod76.5mg+SP262.5mg disp tab/3+1/PAC-50,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.21,KGM,1.3,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S0845013,"Pulseoximeter,spot-check,w/accessories",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.102,KGM,0.33,DMQ,425,HBW,MEDICAL,No,--,--,--,9000
S9906707.1,"Ethiopia Obstet.,surg. kit,suppl.3-renew",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,21.0,KGM,0.16,MTQ,425,--,MEDICAL,No,--,--,--,--
S9203386,"Working trousers, khaki/beige size 58",Z01,No,1000,EA,No,--,SHORT_LINE,No,0.2,KGM,0.028,DMQ,--,HBW,--,No,--,--,--,--
S5033105,"School-in-a-box, 40 students, Ready-Made",Z01,No,1000,EA,No,--,SHORT_LINE,No,47.0,KGM,120,DMQ,--,HBW,--,No,--,--,--,--
S9906707.2,"Ethiopia Obstet.,surg. kit,suppl.3-renew",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,33.0,KGM,0.16,MTQ,425,--,MEDICAL,No,--,--,--,--
S8513903,"PE bag,600/200 x 1100 x 010 mm",Z04,No,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,--,HBW,--,Yes,--,--,--,--
S9906707.3,"Ethiopia Obstet.,surg. kit,suppl.3-renew",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,22.0,KGM,0.16,MTQ,425,--,MEDICAL,No,--,--,--,--
S9906707.4,"Ethiopia Obstet.,surg. kit,suppl.3-renew",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,19.0,KGM,0.106,MTQ,425,--,MEDICAL,No,--,--,--,--
S9906707.5,"Ethiopia Obstet.,surg. kit,suppl.3-renew",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,11.0,KGM,0.106,MTQ,425,--,MEDICAL,No,--,--,--,--
S9906707.6,"Ethiopia Obstet.,surg. kit,suppl.3-renew",Z02,Yes,1000,EA,No,--,VIRTUAL_PACKING,Yes,17.0,KGM,0.106,MTQ,425,--,MEDICAL,No,--,--,--,--
S9207183,"Hi-Vis Jacket, Pilot model size XL",Z04,No,1000,EA,No,--,SHORT_LINE,Yes,300.0,GRM,0.043,DMQ,--,HBW,--,Yes,--,--,--,--
S9207084,Hi-Vis jacket yellow outdoor size XXL,Z04,No,1000,EA,No,--,SHORT_LINE,No,200.0,GRM,0.028,DMQ,--,HBW,--,Yes,--,--,--,--
S9908300.7,"Obstetric,surgical kit,suppl.1-drugs",Z02,Yes,1000,EA,No,S9999976,LONG_LINE,Yes,20.0,KGM,0.192,MTQ,425,--,PHARMACEUTICALS,No,--,10,Z1,--
S1532009,Amod 153mg+ SP 525mg disp tab/3+1/PAC-50,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.242,KGM,1.5,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1559331,Trihexyphenidyl HCl 5mg tab/PAC-100,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.027,KGM,0.17,DMQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9204096,Working black jacket (warehouse) XXXL,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.84,KGM,0.02,DMQ,--,HBW,--,No,--,--,--,--
S9204092,Working black jacket (warehouse) size M,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.55,KGM,0.02,DMQ,--,HBW,--,No,--,--,--,--
S9204093,Working black jacket (warehouse) size L,Z01,No,1000,EA,No,--,SHORT_LINE,No,0.6,KGM,0.02,DMQ,--,HBW,--,No,--,--,--,--
S0000062,"UNICEF T-shirt, long, Female, L",Z01,No,1000,EA,No,--,SHORT_LINE,No,256.0,GRM,0.5,DMQ,--,HBW,--,No,--,--,--,--
S0000069,"UNICEF T-shirt, long, Male, M",Z01,No,1000,EA,No,--,SHORT_LINE,No,256.0,GRM,1.551,DMQ,--,HBW,--,No,--,--,--,--
S0584612,"FirstResponse MalAgpLDH/HRP2Combo,kit/25",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.265,KGM,1.292,DMQ,240,HBW,MEDICAL,No,--,--,--,--
S0782328,"Syringe,RUP,2ml,BiPackNdl,Anhui/BOX-100",Z01,Yes,1000,BOX,No,--,SHORT_LINE,Yes,0.589,KGM,4.831,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S7901024.1,"ECHO IEHK2017, kit, basic unit",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,26.0,KGM,0.16,MTQ,--,--,PHARMACEUTICALS,No,--,--,Z1,9000
S1504002,Alu.hydrox.oral sus 320mg/5ml/BOT-500ml,Z01,Yes,1000,BOT,No,--,SHORT_LINE,No,0.666,KGM,1.378,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1504005,Bisacodyl 5mg ent. coated tabs/PAC-1000,Z01,Yes,1000,PAC,No,--,SHORT_LINE,No,0.022,KGM,0.1,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S7901024.2,"ECHO IEHK2017, kit, basic unit",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,24.0,KGM,0.12,MTQ,--,--,PHARMACEUTICALS,No,--,--,Z1,9000
S7901028.1,"ECHO IEHK2017,kit,suppl.1b-malaria",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,17.0,KGM,0.192,MTQ,--,--,PHARMACEUTICALS,No,--,--,Z1,--
S7901028.2,"ECHO IEHK2017,kit,suppl.1b-malaria",Z02,Yes,1000,EA,No,--,SHORT_LINE,Yes,15.0,KGM,0.16,MTQ,--,--,PHARMACEUTICALS,No,--,--,Z1,--
S9901004,"IEHK2011,kit,basic unit",Z02,Yes,1000,EA,No,--,SHORT_LINE,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
W9200044,"Registration form, english",Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.002,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S0000061,"UNICEF T-shirt, long, Female, M",Z01,No,1000,EA,No,--,SHORT_LINE,No,256.0,GRM,0.5,DMQ,--,HBW,--,No,--,--,--,--
W9200042,Control sheet/ passenger manifest,Z11,Yes,1100,EA,No,--,SHORT_LINE,No,0.002,KGM,0,MTQ,--,HBW,CPH_UNHCR,No,--,--,--,--
S0584600,"Paracheck pf RT Device,kit/25",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.35,KGM,1.8,DMQ,425,HBW,MEDICAL,No,--,--,Z1,--
S0584630,"SD Bioline, syphilis, 3.0, kit/100",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.535,KGM,0.002,DMQ,425,HBW,MEDICAL,No,--,--,Z1,--
S6780343,"Mask,high-fil,FFP2/N95,no valve,PAC-50",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.415,KGM,4.906,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9906710.7,Ethiopia Emergency Drug kit 2019,Z02,Yes,1000,EA,No,--,SHORT_LINE,Yes,29.0,KGM,0.005,MTQ,425,--,MEDICAL,No,--,--,Z1,--
S1552422,Acetylsalicylic acid 100mg tab/PAC-10x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.01,KGM,0.05,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1505100,Amoxicillin 500mg disp.tab/PAC 1x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.108,KGM,0.563,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S1505101,Amoxicillin 500mg disp. tablets PAC/2x10,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.056,KGM,0.05,DMQ,425,HBW,PHARMACEUTICALS,No,--,10,Z1,--
S6780344,"Coverall,protect,CatIII,type 6bXL,PAC-25",Z01,Yes,1000,EA,No,--,SHORT_LINE,No,7.0,KGM,0.063,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9999506,"Subkit 2/7 Sudan IMCI Med. kit, 2016",Z02,Yes,1000,EA,No,S9906713,LONG_LINE,Yes,27.51,KGM,0.082,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999504,"Prepack 1/1 Sudan IMCI Med. kit, 2016",Z02,Yes,1000,EA,No,--,MINILOAD,No,5.3,KGM,0.003,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999146,"AWD SUB 3/3 Periphery,Renewable",Z02,Yes,1000,EA,No,S9903003,LONG_LINE,Yes,24.0,KGM,0.16,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999142,"PP 6/7 Periphery kit, Renewable S9903003",Z02,Yes,1000,EA,No,--,MINILOAD,No,1.6,KGM,0.013,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9999145,"AWD SUB 2/3 Periphery,Renewable",Z02,Yes,1000,EA,No,S9903003,LONG_LINE,Yes,33.0,KGM,0.16,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S0566014,"Infusion Arm Splint, Foldable, Adult",Z01,No,1000,EA,No,--,SHORT_LINE,Yes,0.375,KGM,1.268,DMQ,--,HBW,--,No,--,--,--,--
S9990035,"Sub 5/6 F S9901030 IEHK2017, suppl.3 ren",Z02,Yes,1000,EA,No,S9901030,LONG_LINE,Yes,18.6,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S9990032,"Sub 2/6 F S9901030 IEHK2017, suppl.3 ren",Z02,Yes,1000,EA,No,S9901030,LONG_LINE,Yes,15.0,KGM,0.12,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S9990036,"Sub 6/6 F S9901030 IEHK2017, suppl.3 ren",Z02,Yes,1000,EA,No,S9901030,LONG_LINE,Yes,17.1,KGM,0.16,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S0519005,Mepilex Ag 20 x 50 cm sterile/ BOX-2,Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.369,KGM,0.004,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S9998832,"PP  2/2 IEHK2017,kit,suppl.3-renewable",Z02,Yes,1000,EA,No,--,MINILOAD,No,3.7,KGM,0.025,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,--,--
S0519007,"MepitelOne,10x18cm,cont.layer,st/BOX-10",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.339,KGM,0.001,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S0519006,"MepilexSoft,silicone,10x10cm,ster./BOX-5",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.175,KGM,0.002,MTQ,425,HBW,MEDICAL,No,--,--,--,--
S0519014,Mepitac Fixing Tape 2 x 300 cm,Z01,Yes,1000,EA,No,--,SHORT_LINE,No,0.041,KGM,0.2,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S1185024,Mains Ref. Haier HBC-260 E003/087,Z01,No,1000,EA,No,--,SHORT_LINE,No,132.0,KGM,0.91,MTQ,--,HBW,--,No,--,--,--,--
S0519009,"Tubifast 2-Way Stretch, Blue 1m/ BOX-12",Z01,Yes,1000,EA,No,--,SHORT_LINE,Yes,0.547,KGM,0.006,DMQ,425,HBW,MEDICAL,No,--,--,--,--
S9991221,"PP 1/9 F. SUB 4/5 F.  IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991122,SUB 2/5 f.S9901026 IEHK2017 part 2,Z02,Yes,1000,EA,No,S9901026,LONG_LINE,Yes,30.5,KGM,0.16,MTQ,240,HBW,PHARMACEUTICALS,No,--,--,Z1,--
S9991222,"PP 2/9 F. SUB 2/5 F.IEHK2017,medicines",Z02,Yes,1000,EA,No,--,MINILOAD,No,0.0,KGM,0,MTQ,425,HBW,PHARMACEUTICALS,No,--,--,Z1,--
